Time (s),Speed (m/s),Acceleration (m/s^2),Elevation (m),Latitude,Longitude,Battery Voltage (V),Battery Current (A),Motor Temp (C),Brake Applied
556,-5,0.0,8.676447890013927,13.00935,77.63235,53.6225,-1.3410615035080549,25.942001093187596,True
557,-5,0.0,8.691507848688417,13.0093,77.6323,53.623,-1.2816894870805853,25.940719403700516,True
558,-5,0.0,8.706698655487633,13.00925,77.63225,53.6235,-1.1089053552843295,25.939610498345232,True
559,-5,-0.5,8.722018791343553,13.0092,77.6322,53.624,-1.3757372686840836,25.938234761076547,True
560,-6,-0.5,8.73746672425536,13.00914,77.63214,53.6246,-1.6285932052303338,25.936606167871318,True
561,-6,0.0,8.75304090944263,13.00908,77.63208,53.6252,-1.1389544214648006,25.935467213449854,True
562,-6,0.0,8.768739789499827,13.00902,77.63202,53.6258,-1.609643274003599,25.93385757017585,True
563,-6,0.0,8.784561794552028,13.00896,77.63196,53.6264,-1.4763934831738363,25.932381176692676,True
564,-6,0.0,8.800505342411913,13.0089,77.6319,53.627,-1.4839421179704988,25.930897234574704,True
565,-6,0.0,8.816568838737982,13.008840000000001,77.63184,53.6276,-1.4756778670841884,25.92942155670762,True
566,-6,0.0,8.832750677193985,13.00878,77.63178,53.6282,-1.561972408053243,25.92785958429957,True
567,-6,0.0,8.849049239609567,13.00872,77.63172,53.6288,-1.6462071748666331,25.9262133771247,True
568,-6,0.0,8.865462896142063,13.00866,77.63166,53.6294,-1.1598860322471072,25.925053491092452,True
569,-6,-0.5,8.881990005439503,13.008600000000001,77.6316,53.63,-1.6753968914367479,25.923378094201016,True
570,-7,-0.5,8.898628914804725,13.00853,77.63153,53.6307,-1.8880571810809315,25.921490037019936,True
571,-7,0.0,8.915377960360662,13.008460000000001,77.63146,53.6314,-1.8770109984357413,25.9196130260215,True
572,-7,0.0,8.932235467216712,13.00839,77.63139,53.6321,-1.6499662457348179,25.917963059775765,True
573,-7,0.0,8.949199749636241,13.008320000000001,77.63132,53.6328,-1.598801933752663,25.916364257842012,True
574,-7,0.0,8.966269111205143,13.00825,77.63125,53.6335,-1.74630843587488,25.91461794940614,True
575,-7,0.0,8.983441845001483,13.008180000000001,77.63118,53.6342,-1.7864436943389725,25.9128315057118,True
576,-7,0.0,9.000716233766195,13.00811,77.63111,53.6349,-1.4567304430524097,25.911374775268747,True
577,-7,0.0,9.018090550074799,13.008040000000001,77.63104,53.6356,-1.8978429478190038,25.909476932320928,True
578,-7,0.0,9.035563056510137,13.00797,77.63097,53.6363,-1.7788527952950253,25.907698079525634,True
579,-7,-0.5,9.05313200583613,13.007900000000001,77.6309,53.637,-1.6474139212833376,25.906050665604347,True
580,-8,-0.5,9.070795641172486,13.00782,77.63082,53.6378,-1.950569439846947,25.904100096164502,True
581,-8,0.0,9.08855219617039,13.00774,77.63074,53.6386,-2.1291180643535967,25.90197097810015,True
582,-8,0.0,9.10639989518914,13.00766,77.63066,53.6394,-2.133859636945376,25.899837118463203,True
583,-8,0.0,9.124336953473707,13.00758,77.63058,53.6402,-2.242636926754515,25.897594481536448,True
584,-8,0.0,9.142361577333208,13.0075,77.6305,53.641,-2.1445607980653314,25.895449920738383,True
585,-8,0.0,9.160471964320282,13.00742,77.63042,53.6418,-2.42417862357067,25.893025742114812,True
586,-8,0.0,9.178666303411319,13.007340000000001,77.63034,53.6426,-1.732148921451163,25.89129359319336,True
587,-8,0.0,9.196942775187571,13.00726,77.63025999999999,53.6434,-2.297264109254958,25.888996329084108,True
588,-8,0.0,9.215299552017092,13.00718,77.63018,53.6442,-2.036140846623348,25.886960188237484,True
589,-8,-0.5,9.233734798237498,13.007100000000001,77.6301,53.645,-2.2640625542191275,25.884696125683263,True
590,-9,-0.5,9.252246670339527,13.007010000000001,77.63001,53.6459,-2.042729059696955,25.882653396623567,True
591,-9,0.0,9.270833317151396,13.006920000000001,77.62992,53.6468,-2.3742022994257943,25.880279194324142,True
592,-9,0.0,9.289492880023914,13.00683,77.62983,53.6477,-2.175075845192407,25.878104118478948,True
593,-9,0.0,9.308223493016342,13.00674,77.62974,53.6486,-2.467331583837012,25.87563678689511,True
594,-9,0.0,9.327023283082992,13.00665,77.62965,53.6495,-2.258791735968587,25.873377995159142,True
595,-9,0.0,9.345890370260518,13.00656,77.62956,53.6504,-2.720414884024763,25.870657580275118,True
596,-9,0.0,9.36482286785593,13.00647,77.62947,53.6513,-2.2037274074557764,25.868453852867663,True
597,-9,0.0,9.383818882635243,13.00638,77.62938,53.6522,-2.313518167544756,25.86614033470012,True
598,-9,0.0,9.402876515012812,13.00629,77.62929,53.6531,-2.503706738140896,25.863636627961977,True
599,-9,0.0,9.421993859241278,13.0062,77.6292,53.654,-2.2425068353797935,25.861394121126597,True
